id,token,tag
0,Рассматриваются,Contrib
1,проблемы,Contrib
2,углубленного,Contrib|Task
3,обучения,Contrib|Task
4,математике,Contrib|Task
5,старших,Contrib|Task
6,школьников,Contrib|Task
7,в,Contrib
8,условиях,Contrib
9,Специализированного,Contrib
10,учебно-научного,Contrib
11,центра,Contrib
12,Новосибирского,Contrib
13,госуниверситета,Contrib
14,(,Contrib
15,СУНЦ,Contrib
16,),Contrib
17,.,O
18,На,O
19,примере,O
20,ряда,O
21,тем,O
22,подробно,Contrib
23,рассмотрены,Contrib
24,возникающие,Contrib
25,ошибки,Contrib
26,учащихся,Contrib
27,при,Contrib
28,решении,Contrib|Task
29,задач,Contrib|Task
30,по,Contrib|Task
31,стереометрии,Contrib|Task
32,и,Contrib|Task
33,планиметрии,Contrib|Task
34,.,O
35,Проанализированы,Contrib
36,причины,Contrib
37,их,Contrib
38,возникновения,Contrib
39,",",O
40,приведены,Contrib
41,конкретные,Contrib
42,опорные,Contrib
43,геометрические,Contrib
44,конструкции,Contrib
45,для,Contrib
46,анализа,Contrib
47,возникающих,Contrib
48,ошибок,Contrib
49,",",Contrib
50,практической,Contrib
51,работы,Contrib
52,учителей,Contrib
53,и,Contrib
54,самостоятельной,Contrib
55,работы,Contrib
56,учащихся,Contrib
57,.,O
58,Отмечены,Contrib
59,преимущества,Contrib
60,и,Contrib
61,недостатки,Contrib
62,различных,Contrib
63,подходов,Contrib
64,к,Contrib
65,решению,Contrib|Task
66,нестандартных,Contrib|Task
67,задач,Contrib|Task
68,.,O
69,Даны,Contrib
70,конкретные,Contrib
71,рекомендации,Contrib
72,по,Contrib
73,оптимизации,Contrib|Task
74,решений,Contrib|Task
75,.,O
76,Отдельное,O
77,внимание,O
78,уделено,O
79,задачам,O
80,с,O
81,несколькими,O
82,вариантами,O
83,решений,O
84,.,O
